itemid,title,image_path,Colour_group,Brand,Benefits,Product_texture,Skin_type,lang,numbers,nouns,ocr_result
622144855,diskon original bpom fair n pink cc cream,beauty_image/4ea6d541d6f7bc321becc8d9d0e4e0a9.jpg,3.0,158.0,37.0,8.0,7.0,en,unk,unk,foundation whitening moisturizer uv protector
624348687,e.l.f hydrating under eye primer make up wajah,beauty_image/d83d2f7fa56ffbc65ea676fbf72f6ce5.jpg,2.0,,7.0,,,da,unk,eye primer,
624394571,etude zero sebum drying powder make up wajah,beauty_image/23034781a1c5a1e14fcb06c646c2e3e2.jpg,,73.0,24.0,6.0,6.0,id,0.0/dimensionless,sebum drying powder,o fe 812a a jeux card i zero \ seaum rs f kores © wilie x m
624491916,city color flawless natural loose powder original make up wajah,beauty_image/8d866e1d764656247c5c2307a8c0a143.jpg,1.0,190.0,,6.0,,en,unk,city color,flawless ® city coror® rage amass
624803326,ms glow loose powder perfect,beauty_image/76ad1374b9e7adf57a605ca3a6c896f8.jpg,1.0,67.0,,6.0,,en,unk,ms glow,perfect glow loose »
625956546,innisfree no sebum mineral powder 5gr,beauty_image/4817d04899c4725051165eeabe09fae2.jpg,,205.0,,6.0,,no,5.0/dimensionless,mineral powder,innisfree ebs weer
626780873,april skin magis snow cushion black,beauty_image/586e914693fd7a9700d6df80e21ca173.jpg,1.0,,17.0,7.0,,en,unk,april skin magis,
636716622,viva compact powder,beauty_image/f33f9b629b52957258a20771251eadc0.jpg,1.0,43.0,,6.0,,es,unk,unk,
637760334,chanel perfection lumiere long wear flawless fluid makeup spf 10 botol kaca 20 ml travel size,beauty_image/78c67e177556229de025aba59e8d69f4.jpg,6.0,212.0,,,,en,10.0/dimensionless 20.0/cubic centimetre,chanel perfection flawless fluid makeup,
637966812,limited pigeon compact powder hypoallergenic pink 14gr refill e0000210,beauty_image/e0e37ab9b0b8aa2a0d79928be0e7bd35.jpg,3.0,261.0,37.0,6.0,,en,14.0/dimensionless,powder hypoallergenic,refill puff
643120976,terlaris wardah eyeliner pencil,beauty_image/f46a93806a998f483110083c0b3cd926.jpg,,77.0,,3.0,,id,unk,unk,
649632128,purbasari alas bedak,beauty_image/ce57caaeae4b1cf520e697cfdb2836e9.jpg,,266.0,,6.0,,id,unk,unk,natural kuning kuning gading langsat
651812686,baru promo launching maggie glow acne loose powder bedak tabur untuk kulit berjerawat bpom 20gr,beauty_image/dc5e112a5ca4ba271cb1d76154c37f60.jpg,,,,6.0,5.0,id,20.0/dimensionless,baru promo launching maggie glow powder bedak tabur kulit berjerawat,maggie glow balicylic acid maggie glow make your skin a priority
651836310,new product laneige cushion highlighter 9gr make up wajah,beauty_image/7055e74aeb64204d9cc4ea75ae526b4d.jpg,,375.0,,7.0,,en,9.0/dimensionless,cushion highlighter,
651852183,bh cosmetics 6 color concealer corrector light,beauty_image/74516bbbfa23b3b6c4e99c5aac70fcd9.jpg,3.0,281.0,19.0,,,en,6.0/dimensionless,bh cosmetics,
651852316,the balm themanizer sisters,beauty_image/f87ce1ca94c24d3f3cb74b106b6e6b28.jpg,,127.0,20.0,0.0,,en,unk,unk,
653517455,cream rose original,beauty_image/735c75ee3d22791601199162d87ea43b.jpg,,,20.0,8.0,,pt,unk,unk,melt s f me s aw g ‘ a s s 9 7 — — tox ros yo ros£ ros white natural € nemes t ges soma
655234264,bioaqua pressed powder,beauty_image/5bb0d87eb2fd768d35e43fc2235fda15.jpg,,199.0,,6.0,,en,unk,unk,bi o ao u a anil 0 r18
656054832,hot missha m perfect covering bb cream no.31,beauty_image/0719b7a1ef83989fdde0dfaf98386467.jpg,,91.0,,8.0,,en,unk,unk,ready stock jakarta seoulu
657205445,inez two way cake,beauty_image/cbd31b6f02f9b1e3914565f364d6f248.jpg,,109.0,,6.0,,pl,2.0/dimensionless,unk,
658993949,wardah c defence dd cream,beauty_image/35306a86e753325fe3e1162763ee1032.jpg,,77.0,,8.0,,cy,unk,unk,
659668178,ultra hd loose powder,beauty_image/ec21eb4fbeb9e93d01fbbb5bc1069564.jpg,,289.0,,6.0,,es,unk,unk,
660489972,theraskin loose powder kn,beauty_image/2b8f46f4f9bbd83da6cfa0fed40a5642.jpg,,26.0,,6.0,,en,unk,unk,a « theraskin® § e
662147915,lt pro dd cream,beauty_image/0b7f881810b80e23f37ed5c3988690c3.jpg,,260.0,,8.0,,ro,unk,unk,
668454951,clinique moisture surge gel,beauty_image/796d4409804314dc96b399894e86b782.jpg,,307.0,,5.0,,fr,unk,unk,clinique moisture surge intense skin fortifying hydrator gel creme hydratant fortifiant very dry to dry combination tres stone aue
668546325,promo jafra oil control purifying toner,beauty_image/a1afb5e924cf0f3131aded705c8dd4d7.jpg,5.0,161.0,9.0,,,it,unk,unk,
669920852,skin79 pink bb pumping cushion spf50 15g,beauty_image/211dbbcfa8201af4fd8a83f8134000ba.jpg,,,37.0,7.0,,en,15.0/gram,pumping cushion,
671922563,inez satin smooth liquid foundation,beauty_image/ca1cb77c24d56f9064bd805d9228874a.jpg,,109.0,,2.0,,en,unk,inez satin,
671952435,fair n pink complete care cream krim pemutih jerawat binti,beauty_image/58b4aa7082db4600ce432ce706a2e96e.jpg,3.0,158.0,37.0,8.0,,ro,unk,care cream,
672611586,a pieu air fit cushion spf 50 pa,beauty_image/0b627db55d85913be8744549d0cc257e.jpg,6.0,,,7.0,1.0,fr,50.0/pascal,unk,new 7124274 01101
672837337,rivera blue two way cake natural,beauty_image/c935425dd0388fdec5548a9f2ae25b8f.jpg,1.0,,15.0,6.0,3.0,en,2.0/dimensionless,rivera blue,
672877956,lime crime compact powder 2in1 bedak velvetines biru,beauty_image/5253b3763adfa77db5ba6ccf92c591e0.jpg,,,15.0,6.0,,en,2.0/inch,unk,
674594679,dijamin ori ultima ii wonderwear cream make up 47ml terlaris,beauty_image/ef685f1627e4933ea4a0eb8f20efc58c.jpg,1.0,125.0,9.0,8.0,,id,47.0/cubic centimetre,unk,linen sand natural ginger almond
674720113,viva queen compact powder 12g kaca bedak padat,beauty_image/d5f77f278d7b7e7d730f1452e3e51186.jpg,1.0,43.0,,6.0,,ca,12.0/gram,unk,kunng
674994256,etude zero sebum powder,beauty_image/4f6bfc2e44d700c77b70144fccd38299.jpg,,73.0,,6.0,,pt,0.0/dimensionless,unk,
675471112,murah new aprilskin magic snow cushion 2.0 spf 50 pa make up wajah,beauty_image/c48229387c3c13093447a11dbb78d1d7.jpg,6.0,240.0,,7.0,,en,2.0/dimensionless 50.0/pascal,aprilskin magic,hoima rar cacti are 3 colors which make your dark skin bright
679978672,ponds magic powder,beauty_image/4113c30d0ac594038da324dd95b2cdd3.jpg,,29.0,,6.0,,en,unk,unk,best seller matte finish glowy finish untuk setting muka double uv ado uva uvb b gupe rcma lm o cocck utk dryskin warna bedak nude tohan minyok seharian utk kontrol minyok cocok utk oily ponds magic powde
682670693,cream acne series salep jerawat original beautysky asli,beauty_image/d6118a067651b367fb2b5c69fe08f3cb.jpg,,,,8.0,5.0,en,unk,cream acne series salep,
683706561,naked skin urban decay ultra definition powder foundation,beauty_image/2fe2856ea2d2e31cbda7b185bd475f0a.jpg,3.0,289.0,16.0,6.0,0.0,en,unk,unk,
685378358,free ongkir fanbo gold compact powder,beauty_image/541138b0f8f6cfe97a2472b77ddd5122.jpg,,326.0,9.0,6.0,,en,unk,unk,
688345772,pilihan wardah white secret night cream 30 g,beauty_image/eb2c21d4796e326d7e20846df842fc85.jpg,2.0,77.0,22.0,8.0,,en,30.0/gram,night cream,
688367783,bb cream bioaqua,beauty_image/886f08e9d65c6033f5cae4273903bae0.jpg,,199.0,,8.0,,pt,unk,unk,bioaoua ®
691195720,the face shop it oil cut pore balm 17g murah,beauty_image/fa893911a24da9f978a3d146c3350f0b.jpg,3.0,284.0,,0.0,6.0,en,17.0/gram,face shop oil cut pore,
691916723,wardah luminous face powder,beauty_image/7e3375ab72b8229f8f3aef8b2c7cf20f.jpg,,77.0,11.0,6.0,,en,unk,unk,
693329265,oil control setting powder,beauty_image/cf3d6a91f6b85855b5aa3e776eeb7026.jpg,5.0,,,6.0,,it,unk,unk,
694676857,baru cream deonard blue cr set kecil tanpa sabun dblu.cr promo,beauty_image/7b99cb04a9460b9887c77a7ef48fdef8.jpg,,,15.0,8.0,,ro,unk,baru cream deonard,
697849129,innisfree no sebum mineral powder,beauty_image/78e643fe03eaebeee72fad0febe243a1.jpg,,205.0,9.0,6.0,6.0,en,unk,unk,
697928530,the body shop tea tree flawless bb cream 01 40ml ori,beauty_image/8278629a990cf466b62b11876d52c7fe.jpg,,87.0,,8.0,4.0,en,1.0/dimensionless 40.0/cubic centimetre,body shop tea flawless bb cream,
698002176,acne powder whitening bedak dokter,beauty_image/63772c12a6edeb7ab25eeb5fabeaadea.jpg,,4.0,22.0,6.0,5.0,nl,unk,unk,
699221742,paket wardah acne series,beauty_image/4d8680c6e8e9ab51687a6f5fce52fb76.jpg,,77.0,17.0,8.0,5.0,id,unk,unk,wardah cop a m sof bie 7aacne 7917 25 werdoni varah vara
699872080,cream theraskin,beauty_image/0c9e1dfa89c7bf791ee97ac1cd731eee.jpg,,26.0,,8.0,,en,unk,unk,
700795971,new catrice prime and fine mattifying powder waterproof paling murah,beauty_image/dbccd57aebfafb7e5f2b95171887739d.jpg,5.0,56.0,9.0,6.0,,en,unk,unk,
703080502,laneige essential power skin refiner sensitive for 200m,beauty_image/d9f6bc93db23f71f6fc6f87b6bf60280.jpg,3.0,375.0,,,1.0,no,200.0/metre,power skin refiner,
704655482,pixy uv whitening twc bedak reffil,beauty_image/51130d70a2f5b0272497da67a6ac24df.jpg,,173.0,,6.0,,en,unk,unk,
708339132,implora two way cake all in one 12.5g bedak,beauty_image/f40beee083ba0cf8fd2740bfae51bf56.jpg,1.0,243.0,,6.0,,en,2.0/dimensionless 12.5/gram,unk,
709186769,terrlaaris exclusive jafra royal jelly foundation spf 20 best g132,beauty_image/27284ade65d773e48b66d96f550aacf5.jpg,6.0,161.0,,,,en,20.0/dimensionless,jafra royal,
710743603,moreskin night cream krim malam original asli pt natural nusantara,beauty_image/ebe407d0c6427a3b51b98cc386573ec1.jpg,1.0,59.0,,8.0,,et,unk,moreskin night cream,more ski skin care night cream § o night cream idplakan secara khusug rang bergung i 24 unu mencerah n meremajakan dan menqencanqkdn za es olperkayy 9engan h vitam e i ‘ waltah
718848872,bedak twc pixy reffil,beauty_image/29603095520a53dbdc25705a5affacec.jpg,,173.0,,6.0,,en,unk,unk,kuut sederhana kunin elap langsat yellow natural beige two way cake pixy refill
719131966,acne cream,beauty_image/5ebb413a86107429065cc4b1fe20ebd0.jpg,,67.0,,8.0,5.0,ro,unk,unk,
727395997,innisfree x snoopy cushion case,beauty_image/9340e6f3a44fd73cdaa807c9164df8eb.jpg,,205.0,,7.0,,en,unk,unk,innisfree moore curmion enft moore cursion care
728149690,pond s magic powder ponds bb,beauty_image/e4c1c2af6252fcf57f844b66274ed51f.jpg,1.0,29.0,9.0,6.0,,en,unk,pond s powder ponds,pond s magic powder
734953727,coty airspun translucent ext coverage loose powder,beauty_image/f803788926ee96c4b968078914ecefb6.jpg,,265.0,,6.0,,en,unk,coty airspun translucent ext coverage,
737475057,focallure concealer stick,beauty_image/7e5d30646337b7acbb9d343e324f71d3.jpg,,321.0,,1.0,,en,unk,unk,
737813480,etude house ac clean up pink powder spot 15ml barang dijamin,beauty_image/b60fcab14b4955d6d83ccdb2d3fd46b9.jpg,1.0,73.0,37.0,6.0,,en,15.0/cubic centimetre,etude house ac powder spot,
738159650,bb cream natural,beauty_image/ef5262a57d52df12e64f5c1748fd0e9b.jpg,1.0,,9.0,8.0,,ro,unk,bb cream,§ men takanqiﬁarna kulit “ f € pel ’ einr « 9kf§ ‘ \r k ‘ ci\ antioksidahi ‘ \ ‘ 1 j ta4birg “ ¥ rep spt 30 bc ap
739555179,bedak acne jerawat dan glowing,beauty_image/6f2d398cac067975a70e0b60fd8920da.jpg,,,,6.0,5.0,id,unk,unk,
740746159,cream klt old hijau,beauty_image/a4d6d8da5dd4b006da65ffadd100784f.jpg,,,7.0,8.0,,et,unk,cream klt,
741650462,emina bare with me mineral compact powder,beauty_image/f5654308b41df01be960cea44df45b8e.jpg,,48.0,,6.0,,en,unk,emina bare,
742278856,innisfree no sebum moisture powder 5g,beauty_image/3bb01152033f2da632296b16809df6c6.jpg,,205.0,,6.0,,en,5.0/gram,moisture powder,jn nn bs f meee
746037069,precious mineral bb cream matte etude house,beauty_image/8ed663a95f6cc0309609828564ae5ea7.jpg,,73.0,,8.0,,en,unk,unk,
746947564,x pert spon powder bedak tabur puff lose,beauty_image/4d2b4e3fad9d7177af3cb533a67b5def.jpg,,99.0,,6.0,,id,unk,x pert spon powder bedak tabur puff,
748077380,ponds bb magic powder,beauty_image/ebdfb792155fbd07207e28db51a4479a.jpg,,29.0,22.0,6.0,,en,unk,unk,
752246086,produk terlaris brtc blemish recover balm spf 28 full size,beauty_image/ecf7de24ae859ecd4c9485ef9526763b.jpg,6.0,,15.0,0.0,,en,28.0/dimensionless,produk terlaris brtc recover balm spf,
752878169,ready air cushion foundation mineral botanica,beauty_image/39bd0d1c22193eb17a4102eb67c3a35c.jpg,3.0,195.0,,7.0,,en,unk,unk,t n mineral \ b tanica ans air cushion foundation netto isp te
753274560,diskon shopee etude house precious mineral bb cream moist spf 50,beauty_image/b33ba9214b481e15dac9641843c61503.jpg,6.0,73.0,11.0,8.0,,en,50.0/dimensionless,diskon shopee etude house mineral bb cream moist,sl a fg ire “ men r im erubt soa sow m 1¥7 precious mineral bb civil moist idr 125 000 ervessrer wa cheapetuge
753416522,stock baru fairnpink dd cream fair n pink,beauty_image/b0802fa605cbea9ac448e1acd57d6487.jpg,,158.0,9.0,8.0,7.0,cy,unk,stock baru fairnpink dd cream fair,u q kulit putih fair n pink
753556676,heimish all clean balm travel size 5gr,beauty_image/1f66a415140b224f3d45d53b68c6ab7c.jpg,1.0,332.0,,0.0,,en,5.0/dimensionless,balm travel size,
753581814,produk terlaris innisfree no sebum correction cushion refill,beauty_image/153d7839ce767e0854fa59b8d98114d1.jpg,1.0,205.0,,7.0,,en,unk,produk terlaris,
754209036,wardah acne face powder 25 gr,beauty_image/b1610461215196f9bd345f0141c7f85b.jpg,,77.0,17.0,6.0,5.0,en,25.0/dimensionless,face powder,tesorensitaguaribaten slglead mentor mensen eovet spb etect ner l reemnabeniaph werdan mnccosmetic m swerdon wordoh inspiring beauty
755949035,immortal air cushion natural,beauty_image/83b1c3a5af8fcc7c0f23469fb996bbea.jpg,1.0,,,7.0,,en,unk,air cushion,air cushion
756055717,makeover perfect cover two way cake make over,beauty_image/e813f749dacae001a0b7971a6db69c8b.jpg,,146.0,9.0,6.0,3.0,en,2.0/dimensionless,way cake,6 01 lace 08 honey 02 coral 07 espresso 03 maple 06 cappuccino 04 desert 05 cinnamon
759587915,pure colour pressed powder bedak padat oriflame compact,beauty_image/0d439aebe6450a3ebed7aba5a5b570ba.jpg,,220.0,9.0,6.0,,en,unk,unk,t doit
760767081,theraskin cream muka,beauty_image/a82d5a371f7604205e1986c94a7305c2.jpg,,26.0,37.0,8.0,,en,unk,unk,
768489677,bedak ertos baked powder all in one,beauty_image/b9b3f02e750fbce36506cb93a5e1271b.jpg,,30.0,,6.0,,no,unk,bedak ertos baked powder,erto s skincare 10 siky smooth flawless skin protecting oil control natural look
770756911,elf high definition powder shade corrective yellow,beauty_image/8ded6735eccb3d77c9c7040d519e123e.jpg,,,27.0,6.0,,en,unk,definition powder,
774162473,maybelline dream satin two way cake spf 32,beauty_image/329fd73664d33be10687530aec280c09.jpg,6.0,282.0,,6.0,,en,2.0/dimensionless 32.0/dimensionless,way cake spf,finally the secret to dreamy skin is out
774576513,royal jelly radiance foundation broad spectrum spf 20,beauty_image/6e7303348ceb7aaca8f1dcf60dbbe58b.jpg,6.0,,,,,en,20.0/dimensionless,radiance foundation,jafra royal jelly nowetronnuce wore weomnter se
775299339,mizzu lit from within powder foundation,beauty_image/5e7cc02e55140cf774ed06eeaba0a21c.jpg,,72.0,,6.0,,en,unk,unk,m z z u lit from within rowner roumoation
776942322,diskon pixy bb cream bright fix 30 ml new,beauty_image/5a83dab2b600d7b4af1e820aa82f1ddd.jpg,,173.0,,8.0,,en,30.0/cubic centimetre,diskon pixy bb cream,
779482208,acne salep cream,beauty_image/6c1a6fb4e207e939bfa2ae589218a524.jpg,,,,8.0,5.0,ro,unk,unk,dengan kandungan acne salep cream ini dapat membuaewajah jaubnlebin bersib di formulasikan bagi kulityang mernilit jerawat batu jerawat berpasir serta membantu « mengurangi bekas jerewat bpom nat8160104314 neto 78
782291017,promo sunblock whitening acne with clinda putih 100gr,beauty_image/fd8e413dd7e2e6384dd5a59c2eae1ded.jpg,6.0,,22.0,,5.0,en,100.0/dimensionless,promo sunblock whitening acne clinda putih,
784463646,maybeline cushion,beauty_image/809efd8e569cef314e8f2c096e4bc5c1.jpg,,282.0,,7.0,,en,unk,unk,
787181063,bioaqua cc cream,beauty_image/a55a7f64da058b2b785958132e5215b3.jpg,,199.0,,8.0,,ca,unk,unk,shoal concealon subout creates 9 2 hd cream cabam u z ng \ el rapatioxree rwmﬁgﬁ co crea co ne an acin m m tn rem
789271154,ertos cc cream whitening original,beauty_image/bb4bf1d6384c792aa04dde1e8c499e44.jpg,,30.0,22.0,8.0,,en,unk,ertos cc cream,cc cream whitening pemuth alomi don holo
795772471,wardah exclusive liquid foundation 20ml,beauty_image/c798f6e6edd59af76b038e8b6eca221c.jpg,3.0,77.0,,2.0,,en,20.0/cubic centimetre,liquid foundation,or light beige “ mam msanay « natural nscomeebeme
797244674,preloved lt pro palette dual function dark,beauty_image/47331cc29cda7f1e9a917cdff057d814.jpg,,260.0,,6.0,,it,unk,unk,
797311981,diskon terbaru theraskin compact powder bedak padat produk,beauty_image/33ea0735f4729245f2adc5498623a7f0.jpg,,26.0,,6.0,,id,unk,diskon terbaru,
804680631,maybelline white super fresh,beauty_image/6a1a2cc8360a8104b1bfa54b031e77cc.jpg,4.0,282.0,22.0,,,en,unk,unk,mays elllne natural powder al d whitening uv lasting freshn
805701049,city color collection cream correct conceal set,beauty_image/a54b64d9f78d12baf94f76ef9523d90d.jpg,,190.0,,8.0,,en,unk,city color collection cream,s conceniens as coron connccrons
805851539,paket acne loose powder,beauty_image/af7d1a679fd34c477d11d69eebbd9826.jpg,,103.0,,6.0,5.0,nl,unk,paket acne,
805948357,the one everlasting foundation extreme spf 30 matte velvet powder,beauty_image/c48863f923a1e12995b5315a1880193d.jpg,6.0,,,6.0,,en,30.0/dimensionless,everlasting foundation extreme,o wajah mulus di baris depa termpat anda adalah aris depan seap pagelaran walah makes anda alan merb semua kepala berputar memandangnya me on€ al ee ef metas oe 2 the one pare rpabnnsiaine dengan being taa man ie 1199 00 rp 119 000 the onealoertie p renowr tetonarimitns ne ennion ane net15 000 f
811784813,terlaris nature republic aloe vera sooth gel,beauty_image/25dd4c3508c8f7e19f706eb56f1d653a.jpg,4.0,383.0,,5.0,0.0,en,unk,unk,300 ml 10 56 fi a
813411570,the saem cover perfection liquid concealer,beauty_image/f107d95a85612a109cdaeb08b2992505.jpg,,101.0,,2.0,7.0,en,unk,unk,
814296633,milani powder blush shade 01 preloved,beauty_image/70fe1d4fe05f09154a8335bd5e581227.jpg,,393.0,20.0,6.0,,en,1.0/dimensionless,milani powder blush,
820392707,wardah everyday luminous face powder 01 02 03 04,beauty_image/6b0c89cee62cc8ad6db8578a7e0ebd94.jpg,,77.0,,6.0,,en,1.0/dimensionless 2.0/dimensionless 3.0/dimensionless 4.0/dimensionless,face powder,imin moi o ught fife 1 02 beige j ’ 7 i um en i “ wllh i whey g a hhii ‘ ih i hera rs i4 nrihhhl u
820753736,the balm mary lou manizer highlighter share in jar,beauty_image/8b663261df4c2d378b5dedf308f44d32.jpg,,127.0,,0.0,,en,unk,lou manizer highlighter share,the balm mary lou manizer
822306709,city color 3 shimmer cream twist up pens,beauty_image/576810243912205c84ac5dd87cfd122e.jpg,,190.0,,8.0,,en,3.0/dimensionless,city color shimmer cream twist,ﬁgﬁféfé ’ ftoch ups wowcut 3 shimmer cream twist up pens
824132203,bedak ponds bb magic powder,beauty_image/e99394c277e6d6b86301de5c0ad656a0.jpg,1.0,29.0,,6.0,,nl,unk,unk,
824394175,new produk bourjois silk edition compact powder promo akhir tahun,beauty_image/f4336670e64125d3719795dca88ee88d.jpg,,94.0,,6.0,,en,unk,produk bourjois,silky edition compact powder
828355977,best seller bedak purbasari oil control matte powder padat untuk kulit berm,beauty_image/b97fb24a4e12aa5e1e7bf73b3b586de3.jpg,5.0,266.0,11.0,6.0,6.0,id,unk,seller bedak oil control matte powder padat,
830572839,bedak tabur ultimaii pink shell,beauty_image/563af686cbdde03dfcb29bb10b40d77f.jpg,,,37.0,6.0,,id,unk,bedak tabur,
831561657,cuci gudang coty airspun loose powder translucent bedak baru,beauty_image/78519b9dc8547f19d78e5f15262a3ceb.jpg,,265.0,,6.0,,en,unk,cuci gudang coty,coy arspuon
831756046,grosir etude beauty shot face blur spf 15 pa bedak lucu,beauty_image/ee2829c46b68dee1d713081e43a13e20.jpg,6.0,73.0,22.0,6.0,,en,15.0/pascal,etude beauty face blur,we w 12
